country,ccode,date,year,occasion,documentname,reportconsidered,womensrightsissue,vaw,econ,vawecon,womensrights01,documenttype,originalrecnumber,newrecnumberA,action,precision,recommendation,post_2009,jurisrepeatrec,jurisinstancerec,number_actions,nomention,compliance,inaction,consideration,delegation,execution,missingmaterial,recnumberfinal_CEDAW,field31,field32,field33,field34,field35,field36,field37,field38,field39,field40,field41,field42,field43,field44,field45,field46,field47,field48,field49,field50,field51,id,institution
Azerbaijan,373,3/13/19,2015,Sixtieth session,CEDAW/C/AZE/CO/5,Fifth periodic report,Equality in employment for rural women,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,400,240,6,2,"ensure that rural women have adequate access to land and related resources, social, health and other basic services, economic opportunities and new technologies, as well as equal opportunities to participate in political and public life, in particular in decision-making processes at the community level",1,.,.,,.,.,.,.,.,.,,240,,,,,,,,,,,,,,,,,,,,,,CEDAW0239,CEDAW
Azerbaijan,373,3/13/19,2015,Sixtieth session,CEDAW/C/AZE/CO/5,Fifth periodic report,Violence against women in rural areas,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,401,241,6,3,ensure the availability of childcare facilities and shelters for victims of domestic violence in rural areas,1,.,.,,.,.,.,.,.,.,,241,,,,,,,,,,,,,,,,,,,,,,CEDAW0240,CEDAW
Azerbaijan,373,3/13/19,2015,Sixtieth session,CEDAW/C/AZE/CO/5,Fifth periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,402,242,3,3,"prevent early and child marriages through monitoring of the number of girls dropping out of school and through systematic investigation, prosecution and punishment of all those involved by law enforcement agencies",1,.,.,,.,.,.,.,.,.,,242,,,,,,,,,,,,,,,,,,,,,,CEDAW0241,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Gender equality in political life,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,411,243,8,1,"ensure that women and men are able to participate on an equal footing in the political sphere and in the public affairs of the State. It urges the State party to introduce a range of legal, political and administrative measures, in accordance with the provisions of article 4, paragraph 1, of the Convention and the Committee’s general recommendation 25, in order to improve the access of women to decision-making and their equal representation in all political, elective and administrative functions",1,.,.,,.,.,.,.,.,.,,243,,,,,,,,,,,,,,,,,,,,,,CEDAW0242,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Gender equality in political life,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,412,244,6,2,take the steps necessary to increase the percentage of women occupying leadership positions in all sectors of the society and to make regular assessments of the effectiveness of those steps,1,.,.,,.,.,.,.,.,.,,244,,,,,,,,,,,,,,,,,,,,,,CEDAW0243,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Gender equality in political life,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,413,245,6,3,"accelerate its efforts to increase the presence of women in the diplomatic service using temporary special measures such as information campaigns in universities targeting female students, and to report on the progress achieved in its next periodic report.",1,.,.,,.,.,.,.,.,.,,245,,,,,,,,,,,,,,,,,,,,,,CEDAW0244,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,416,246,6,2,intensify its measures to make sure that women have access to full-time and permanent jobs and to achieve equal pay for work of equal value,1,.,.,,.,.,.,.,.,.,,246,,,,,,,,,,,,,,,,,,,,,,CEDAW0245,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,420,247,5,3,intensify efforts to modify the Criminal Code with a view to qualifying sexual abuse as a violent crime rather than as a crime against morality,1,.,.,,0,1,0,1,0,0,,247,,,,,,,,,,,,,,,,,,,,,,CEDAW0246,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,421,248,8,1,accord priority attention to the adoption of comprehensive measures to address violence against women in accordance with the Committee’s general recommendation 19 on violence against women,1,.,.,,.,.,.,.,.,.,,248,,,,,,,,,,,,,,,,,,,,,,CEDAW0247,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,422,249,3,3,"ensure the full implementation of legislation on violence against women, as well as the prosecution and conviction of perpetrators",1,.,.,,.,.,.,.,.,.,,249,,,,,,,,,,,,,,,,,,,,,,CEDAW0248,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,423,250,6,3,"adopt and implement a unified and multifaceted national strategy to eliminate violence against women and girls, which would include legal, educational, financial and social components",1,.,.,,.,.,.,.,.,.,,250,,,,,,,,,,,,,,,,,,,,,,CEDAW0249,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,424,251,6,3,"expansion of training activities and programmes for parliamentarians, the judiciary and public officials, particularly law enforcement personnel, teachers and health-service providers, so as to sensitize them to all forms of violence against women and girls and to provide adequate support to victims",1,.,.,,.,.,.,.,.,.,,251,,,,,,,,,,,,,,,,,,,,,,CEDAW0250,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,425,252,4,3,expansion of public awareness-raising campaigns on all forms of violence against women and girls,1,.,.,,.,.,.,.,.,.,,252,,,,,,,,,,,,,,,,,,,,,,CEDAW0251,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,426,253,6,2,enhance its cooperation with non-governmental organizations working in the area of violence against women,1,.,.,,.,.,.,.,.,.,,253,,,,,,,,,,,,,,,,,,,,,,CEDAW0252,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,427,254,2,3,"include in its next periodic report detailed information on the number and nature of reported cases of violence against women, on convictions and the types of sanctions imposed on perpetrators, and on assistance and compensation provided to victims",1,.,.,,.,.,.,.,.,.,,254,,,,,,,,,,,,,,,,,,,,,,CEDAW0253,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against minority women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,435,255,2,1,"undertake research on all forms of violence against immigrant, refugee and minority women and girls and implement policies and programmes to address those human rights violations adequately",1,.,.,,.,.,.,.,.,.,,255,,,,,,,,,,,,,,,,,,,,,,CEDAW0254,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women (trafficking),1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,437,#REF!,3,3,"urges the State party to focus not only on criminal justice measures and the prosecution of traffickers, but also on the protection and rehabilitation of victims of trafficking",1,.,.,,.,.,.,.,.,.,,257,,,,,,,,,,,,,,,,,,,,,,CEDAW0255,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women (trafficking),1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,438,#REF!,1,3,"increase its efforts to combat the root causes of trafficking, to enhance international cooperation, especially with the countries of origin to ensure effective prosecution",1,.,.,,.,.,.,.,.,.,,258,,,,,,,,,,,,,,,,,,,,,,CEDAW0256,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women (trafficking),1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,438,#REF!,6,3,increase its efforts  to assist the victims through counselling and reintegration efforts and to ensure that adequate resources (human and financial) are allocated to policies and programmes in this area,1,.,.,,.,.,.,.,.,.,,259,,,,,,,,,,,,,,,,,,,,,,CEDAW0257,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women (trafficking),1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,439,#REF!,6,3,"ensure the provision of adequate support services to victims, including those who do not cooperate with the authorities, and invites the State party to give consideration to granting victims of trafficking temporary permits to remain in the country",1,.,.,,.,.,.,.,.,.,,260,,,,,,,,,,,,,,,,,,,,,,CEDAW0258,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,440,#REF!,8,2,continue its efforts to eradicate those practices (forced marriages),,,,,.,.,.,.,.,.,,261,,,,,,,,,,,,,,,,,,,,,,CEDAW0259,CEDAW
Belgium,211,11/8/12,2008,Forty-second session,CEDAW/C/BEL/CO/6,Fifth and sixth periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,441,#REF!,2,3,include specific data and information about forced marriage and assess the impact of those measures in its next report,,,,,.,.,.,.,.,.,,262,,,,,,,,,,,,,,,,,,,,,,CEDAW0260,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,452,263,3,2,strengthen its efforts to strictly enforce the law banning female genital mutilation,1,.,.,,.,.,.,.,.,.,,263,,,,,,,,,,,,,,,,,,,,,,CEDAW0261,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,452,264,7,2,"effectively implement the national action plan to combat intimate partner violence and other forms of domestic violence for 2010-2014, with a view to eliminating female genital mutilation and other harmful practices, such as forced marriages and violent acts against women and girls committed in the name of so-called honour",1,.,.,,.,.,.,.,.,.,,264,,,,,,,,,,,,,,,,,,,,,,CEDAW0262,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,453,265,4,2,"increase  efforts to raise awareness of the criminal nature of those practices (FGM, child marriage) and their adverse impact on the rights of women and girls among communities where those practices are prevalent and among health workers",1,.,.,,.,.,.,.,.,.,,265,,,,,,,,,,,,,,,,,,,,,,CEDAW0263,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Equality in education and employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,454,266,2,3,"monitor and assess the impact on women and girls, in particular in relation to their access to education and employment, of the ban on wearing headscarves adopted by several local administrations, public hospitals, schools and private companies, and compile information on the number of women and girls who have been sanctioned on the basis of such a ban",1,.,.,,.,.,.,.,.,.,,266,,,,,,,,,,,,,,,,,,,,,,CEDAW0264,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,455,267,6,3,"Include in the national action plan to combat intimate partner violence and other forms of domestic violence for 2010-2014 clear timelines, measurable benchmarks and measures to address the specific needs of migrant women who are victims of domestic violence",1,.,.,,.,.,.,.,.,.,,267,,,,,,,,,,,,,,,,,,,,,,CEDAW0265,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,456,268,6,3,"Increase the number and capacity of State-run shelters for women who are victims of violence and ensure that all women, including undocumented migrant women, have non-discriminatory access thereto",1,.,.,,0,333,1,0,333,0,,268,,,,,,,,,,,,,,,,,,,,,,CEDAW0266,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against minority women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,457,269,5,3,"Amend the Aliens Law to grant temporary residence to migrant women who are victims of domestic violence who are undocumented or are awaiting their residence permits on the basis of family reunification and to ensure that migrant women having residence permits as a result of family reunification, who are victims of domestic violence and want to leave their husbands, are not required to prove that they are employed, self-employed, or have sufficient means of subsistence to receive residence permits on their own",1,.,.,,0,0,1,0,0,0,,269,,,,,,,,,,,,,,,,,,,,,,CEDAW0267,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against minority women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,458,270,4,2,to raise awareness among migrant women of the existence of the new legal provisions once they are adopted (Aliens Law to grant temporary residence to migrant women who are victims of domestic violence who are undocumented or are awaiting their residence permits ),1,.,.,,.,.,.,.,.,.,,270,,,,,,,,,,,,,,,,,,,,,,CEDAW0268,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against minority women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,459,271,3,2,Ensure that all migrant women can seek protection from domestic violence and halt deportation procedures in this context,1,.,.,,.,.,.,.,.,.,,271,,,,,,,,,,,,,,,,,,,,,,CEDAW0269,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,460,272,5,3,Amend the Criminal Code with a view to qualifying sexual abuse as a crime against the person rather than an offence against public morality and family order,1,.,.,,.,.,.,.,.,.,,272,,,,,,,,,,,,,,,,,,,,,,CEDAW0270,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,461,273,2,1,"Collect statistical data on all forms of violence against women, disaggregated by age, ethnicity, nationality and relationship between the victim and the perpetrator",1,.,.,,.,.,.,.,.,.,,273,,,,,,,,,,,,,,,,,,,,,,CEDAW0271,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,462,274,6,3,"Establish specialized centres (one-stop shops) for victims of sexual violence, where they can receive immediate medical and forensic examinations to collect evidence, medical treatment, psychological counselling and legal assistance in filing a complaint",1,.,.,,.,.,.,.,.,.,,274,,,,,,,,,,,,,,,,,,,,,,CEDAW0272,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,463,275,2,3,"Study the reasons for the underreporting of cases of rape and the high number of rape and domestic violence charges dropped, in order to inform the development of policies and strategies to address this issue, including policies to build the trust of women who are victims of violence in the police and in the law enforcement system",1,.,.,,.,.,.,.,.,.,,275,,,,,,,,,,,,,,,,,,,,,,CEDAW0273,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,464,276,1,3,Expedite the ratification of the Istanbul Convention,1,.,.,,.,.,.,.,.,.,,276,,,,,,,,,,,,,,,,,,,,,,CEDAW0274,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,465,277,6,3,"Grant temporary residence permits to women and girls who are victims of trafficking, regardless of their ability or willingness to cooperate with prosecution authorities and to file a complaint",1,.,.,,0,0,1,0,0,0,,277,,,,,,,,,,,,,,,,,,,,,,CEDAW0275,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,466,278,3,3,"Increase efforts to investigate, prosecute and punish traffickers",1,.,.,,.,.,.,.,.,.,,278,,,,,,,,,,,,,,,,,,,,,,CEDAW0276,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,467,279,6,3,Ensure that adequate human and financial resources are allocated to policies and programmes to combat trafficking in persons,1,.,.,,.,.,.,.,.,.,,279,,,,,,,,,,,,,,,,,,,,,,CEDAW0277,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,468,280,3,3,"Continue efforts to ensure that victims of trafficking have effective access to medical care, psychosocial counselling, legal assistance and rehabilitation and reintegration programmes",1,.,.,,.,.,.,.,.,.,,280,,,,,,,,,,,,,,,,,,,,,,CEDAW0278,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,469,281,1,3,"Increase international, regional and bilateral cooperation with countries of origin, transit and destination to prevent trafficking through the exchange of information and the harmonization of legal procedures for prosecuting and punishing traffickers",1,.,.,,.,.,.,.,.,.,,281,,,,,,,,,,,,,,,,,,,,,,CEDAW0279,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,470,282,2,3,Carry out a study on the prevalence of prostitution in the State party and address the root causes of the prostitution of women and girls in order to eliminate their vulnerability to sexual exploitation and trafficking,1,.,.,,.,.,.,.,.,.,,282,,,,,,,,,,,,,,,,,,,,,,CEDAW0280,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,471,283,5,1,"Take measures to discourage the demand for prostitution, including by considering the criminalization of the purchase of sexual services",1,.,.,,.,.,.,.,.,.,,283,,,,,,,,,,,,,,,,,,,,,,CEDAW0281,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,472,284,6,3,"Assist women and girls who wish to leave prostitution by providing alternative income-generating opportunities, among other measures",1,.,.,,.,.,.,.,.,.,,284,,,,,,,,,,,,,,,,,,,,,,CEDAW0282,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Gender equality in public life,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,473,285,5,3,"take measures, such as statutory quotas, to guarantee the equal representation of men and women, in particular that of women belonging to ethnic and minority groups, in appointed positions in the federal Government and in the governments of the federated entities, as well as in the diplomatic service and in international organizations",1,.,.,,.,.,.,.,.,.,,285,,,,,,,,,,,,,,,,,,,,,,CEDAW0283,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Gender equality in public life,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,474,286,6,2,reinforce the mechanisms that it has established for the private sector in order to better address the underrepresentation of women in all types of enterprises,1,.,.,,.,.,.,.,.,.,,286,,,,,,,,,,,,,,,,,,,,,,CEDAW0284,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Equality in employment and education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,475,287,4,2,Intensify efforts aimed at diversifying academic and vocational choices for women and men,1,.,.,,.,.,.,.,.,.,,287,,,,,,,,,,,,,,,,,,,,,,CEDAW0285,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Equality in employment and education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,476,288,4,2,take further measures to encourage women and men to choose non-traditional fields of education and careers,1,.,.,,.,.,.,.,.,.,,288,,,,,,,,,,,,,,,,,,,,,,CEDAW0286,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,477,289,4,3,"Ensure that all gender stereotypes are eliminated from textbooks, that school curricula, academic programmes and professional training for teachers cover women’s rights and promote gender equality and that gender studies courses are introduced at higher levels",1,.,.,,.,.,.,.,.,.,,289,,,,,,,,,,,,,,,,,,,,,,CEDAW0287,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,478,290,4,3,Encourage applications by women for teaching positions at higher levels of education and accelerate the appointment of women in academic institutions,1,.,.,,.,.,.,.,.,.,,290,,,,,,,,,,,,,,,,,,,,,,CEDAW0288,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,479,291,2,3,Conduct a study on the extent and the root causes of school dropouts among girls of migrant background that will inform policy interventions to guarantee their retention in educational institutions,1,.,.,,.,.,.,.,.,.,,291,,,,,,,,,,,,,,,,,,,,,,CEDAW0289,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,480,292,7,2,"Continue to take specific and proactive measures to eliminate occupational segregation and to reduce the gender pay gap, including by ensuring the strict application of the law of 2012 aimed at reducing the gender wage gap",1,.,.,,.,.,.,.,.,.,,292,,,,,,,,,,,,,,,,,,,,,,CEDAW0290,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,481,293,8,1,Create more opportunities for women to gain access to full-time employment,1,.,.,,.,.,.,.,.,.,,293,,,,,,,,,,,,,,,,,,,,,,CEDAW0291,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,482,294,2,1,"Consider undertaking a first evaluation within the next four years and carry out regular evaluations of the impact of the law of 2011 on women’s participation on the management boards of listed companies and autonomous public enterprises, and include information on the results of those evaluations in its next periodic report; and consider taking temporary special measures to accelerate women’s participation at the decision-making level in companies that are not covered by the law",1,.,.,,.,.,.,.,.,.,,294,,,,,,,,,,,,,,,,,,,,,,CEDAW0292,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women in employment,1,1,2,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,483,295,3,2,Ensure that women have effective access to justice in cases of discrimination on grounds of pregnancy and motherhood and in cases of sexual harassment,1,.,.,,.,.,.,.,.,.,,295,,,,,,,,,,,,,,,,,,,,,,CEDAW0293,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,484,296,2,2,Carry out a study on the prevalence of gender-based discrimination in the social security system,1,.,.,,.,.,.,.,.,.,,296,,,,,,,,,,,,,,,,,,,,,,CEDAW0294,CEDAW
Belgium,211,11/15/18,2014,Fifty-ninth session,CEDAW/C/BEL/CO/7,Seventh periodic report,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,485,297,7,3,"Ensure that, in practice, there is not any non-consensual sterilization of women with intellectual and/or psychosocial disabilities who have been deprived of their legal capacity or have limited legal capacity, and that those women are provided with the support necessary to decide whether they wish to give their informed consent to sterilization",1,.,.,,.,.,.,.,.,.,,297,,,,,,,,,,,,,,,,,,,,,,CEDAW0295,CEDAW
Bosnia Herzegovina,346,7/31/17,2013,Fifty-fifth session,CEDAW/C/BIH/CO/4-5,Combined fourth and fifth periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,497,298,5,3,"Amend all relevant criminal codes to include a definition of wartime sexual violence in line with international standards, including a specific definition of rape as a war crime and a crime against humanity, in order to adequately reflect the gravity of the crimes committed and intensify its efforts to harmonize the jurisprudence and sentencing practices of its courts throughout the State party, by establishing effective cooperation mechanisms between prosecutors and courts competent to deal with war crimes at all levels of the State party",1,.,.,,0,1,0,0,1,0,,298,,,,,,,,,,,,,,,,,,,,,,CEDAW0296,CEDAW
Bosnia Herzegovina,346,7/31/17,2013,Fifty-fifth session,CEDAW/C/BIH/CO/4-5,Combined fourth and fifth periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,498,299,5,3,"Expedite the adoption of pending draft laws and programmes designed to ensure effective access to justice for all women victims of wartime sexual violence, including adequate reparation, such as the draft law on the rights of victims of torture and civilian war victims, the programme for victims of sexual violence in conflict and torture (2013-2016) and the draft strategy on transitional justice aimed at improving access to justice",1,.,.,,0,0,1,0,0,333,,299,,,,,,,,,,,,,,,,,,,,,,CEDAW0297,CEDAW
Bosnia Herzegovina,346,7/31/17,2013,Fifty-fifth session,CEDAW/C/BIH/CO/4-5,Combined fourth and fifth periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,500,300,6,3,"Develop a comprehensive approach to improve the status and position of all women victims of the war, including by combating the stigma attached to sexual violence; and expand the provision of compensation, support and rehabilitation measures and benefits, and ensure equal access to such services for all women victims, irrespective of their place of residence",1,.,.,,0,333,1,0,333,0,,300,,,,,,,,,,,,,,,,,,,,,,CEDAW0298,CEDAW
Bosnia Herzegovina,346,7/31/17,2013,Fifty-fifth session,CEDAW/C/BIH/CO/4-5,Combined fourth and fifth periodic reports,Gender equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,509,301,4,3,"Remove, as a matter of priority, gender stereotypes from educational textbooks and teaching materials",1,.,.,,0,0,1,0,0,0,,301,,,,,,,,,,,,,,,,,,,,,,CEDAW0299,CEDAW
