country,ccode,bloc,organization,womensrightsissue,womensrights01,recstate,recstatebloc,recstateorg,response,action_upr,session,year,equalityinsociety,vaw,econ,vawecon,health,femaleminorities,originalrecnumber,newrecnumber,recommendation,precision,action,repeatrec,instancerec,nomention,compliance,inaction,consideration,delegation,execution,missingmaterial,recnumberfinal_UPR,id,institution
Estonia,366,EEG,EU,Women's rights,1,Ecuador,GRULAC,"OAS, OEI",Accepted,4,10,2011,1,1,,1,,,534,442,"Take all necessary measures to eliminate, combat and punish all forms of discrimination and violence against women",1,3,,,999,1,999,999,999,999,,442,UPR0441,UPR
Estonia,366,EEG,EU,"Women's rights, minorities",1,Thailand,Asia,ASEAN,Accepted,4,10,2011,1,,1,1,,,536,443,Promote equal employment opportunities for women and all of its national minorities,2,4,,,0,333,1,333,333,0,,443,UPR0442,UPR
Estonia,366,EEG,EU,Women's rights,1,Argentina,GRULAC,"OAS, OEI",Accepted,4,10,2011,1,1,,1,,,538,444,"Intensify its efforts in terms of prevention, sanction and eradication of all forms of violence against women",1,8,,,999,1,999,999,999,999,,444,UPR0443,UPR
Estonia,366,EEG,EU,"Women's rights, rights of the child",1,Iran,Asia,OIC,Accepted,5,10,2011,1,1,,1,,,539,445,Adopt specific legislation to combat domestic violence,3,5,,,0,1,0,0,0,0,,445,UPR0444,UPR
Estonia,366,EEG,EU,"Women's rights, rights of the child",1,Iran,Asia,OIC,Accepted,5,10,2011,1,1,,1,,,539a,446,"provide protection for its victims, and swiftly prosecute perpetrators of such violence",3,3,,,0,0,0,0,1,1,,446,UPR0445,UPR
Estonia,366,EEG,EU,Women's rights,1,Brazil,GRULAC,"OAS, OEI",Accepted,3,10,2011,1,1,,1,,,540,447,"Consider elaborating a comprehensive national plan to prevent and combat violence against women, and consider the necessary legislative updates",1,5,,,999,1,999,999,999,999,,447,UPR0446,UPR
Estonia,366,EEG,EU,Women's rights,1,Malaysia,Asia,"ASEAN, OIC, Commonwealth",Accepted,4,10,2011,1,1,,1,,,541,448,"Accelerate efforts aimed at fully implementing the Development Plan for the Reduction of Violence 2010-2014, with a view to, among others, addressing violence against women",3,7,,,0,0,1,0,0,0,,448,UPR0447,UPR
Estonia,366,EEG,EU,"Women's rights, rights of the child, human rights education and training",1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,4,10,2011,1,1,,1,,,542,449,Build on current efforts to address domestic and sexual violence by promoting public-awareness programmes,3,4,,,0,1,0,0,0,0,,449,UPR0448,UPR
Estonia,366,EEG,EU,"Women's rights, rights of the child, human rights education and training",1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,4,10,2011,1,1,,1,,,542a,450,Build on current efforts to address domestic and sexual violence by promoting training and establishment of shelters for victims,3,6,,,0,333,1,0,333,0,,450,UPR0449,UPR
Estonia,366,EEG,EU,"Women's rights, rights of the child, human rights education and training",1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,4,10,2011,1,1,,1,,,542b,451,Build on current efforts to address domestic and sexual violence by ensuring full implementation of judicial mechanisms that allow adequate investigations and punishment of perpetrators,3,3,,,0,0,1,0,0,0,,451,UPR0450,UPR
Estonia,366,EEG,EU,Women's rights,1,Moldova,EEG,"CIS, OIF",Accepted,4,10,2011,1,,1,1,,,543,452,Take additional measures to more actively promote the full and equal participation of women in bodies where members are elected or nominated,2,4,,,0,0,0,0,1,1,,452,UPR0451,UPR
Estonia,366,EEG,EU,"Women's rights, minorities, labour",1,Australia,WEOG,"PIF, Commonwealth",Noted,4,10,2011,1,,1,1,,,550,453,"Strengthen the Equal Treatment Act to address discrimination based on language and advocate for gender equality, particularly in the labour market",3,5,,,0,0,1,0,0,0,,453,UPR0452,UPR
Estonia,366,EEG,EU,"Women's rights, rights of the child",1,Czech Republic,EEG,EU,Noted,4,10,2011,1,1,,1,,,551,454,"Engage actively in the fight against domestic violence, amend its legislation and adopt relevant measures to tackle the problem of domestic violence",2,5,,,0,1,0,0,1,0,,454,UPR0453,UPR
Estonia,366,EEG,EU,Women's rights,1,Spain,WEOG,"EU, OEI",Noted,3,10,2011,1,1,,1,,,552,455,Consider the adoption of legislative measures to criminalize specifically gender violence,1,5,,,1,0,0,0,0,0,,455,UPR0454,UPR
Estonia,366,EEG,EU,Women's Rights,1,Italy,WEOG,EU,Accepted,4,24,2016,1,1,,1,,,,456,Prioritize the ratification of the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence and of the Optional Protocol to the Convention on the Elimination of All Forms of Discrimination against Women,3,1,,,.,.,.,.,.,.,,456,UPR0455,UPR
Estonia,366,EEG,EU,Women's Rights,1,Montenegro,EEG,,Accepted,5,24,2016,,1,,1,,,,457,Ratify the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence,3,1,,1,.,.,.,.,.,.,,457,UPR0456,UPR
Estonia,366,EEG,EU,Women's Rights,1,Turkey,WEOG,OIC,Accepted,5,24,2016,,1,,1,,,,458,"Complete the ratification process of the Council of Europe's ""Istanbul Convention""",3,1,457,2,.,.,.,.,.,.,,458,UPR0457,UPR
Estonia,366,EEG,EU,Women's Rights,1,Egypt,Africa,"AU, OIC, AL, OIF",Accepted,4,24,2016,,,1,1,,,,459,Address the gender pay gap for work of equal value,1,8,,,.,.,.,.,.,.,,459,UPR0458,UPR
Estonia,366,EEG,EU,Women's Rights,1,Oman,Asia,"OIC, AL",Accepted,4,24,2016,,,1,1,,,,460,Take further measures aimed at achieving equal remuneration for men and women for the same work,1,8,,,.,.,.,.,.,.,,460,UPR0459,UPR
Estonia,366,EEG,EU,Women's Rights,1,Oman,Asia,"OIC, AL",Accepted,4,24,2016,,,1,1,,,,461,Provide more opportunities to women in the labour market,1,8,,,.,.,.,.,.,.,,461,UPR0460,UPR
Estonia,366,EEG,EU,Women's Rights,1,Belgium,WEOG,"EU, OIF",Accepted,4,24,2016,,1,,1,,,,462,"Strengthen the Criminal Code and structures established to fight against violence and discrimination against women, in particular the Office of the Gender Equality and Equal Treatment Commissioner",3,6,,,.,.,.,.,.,.,,462,UPR0461,UPR
Estonia,366,EEG,EU,Women's Rights,1,Belgium,WEOG,"EU, OIF",Accepted,4,24,2016,,1,,1,,,,463,Strengthen the Criminal Code and structures established to fight against violence and discrimination against women,1,5,,,.,.,.,.,.,.,,463,UPR0462,UPR
Estonia,366,EEG,EU,Women's Rights,1,Hungary,EEG,EU,Accepted,5,24,2016,,1,,1,,,,464,"Combat more vigorously the phenomenon of domestic violence, in particular violence against children, including by the introduction of a coherent and clear legislative framework prohibiting corporal punishment",3,5,,,.,.,.,.,.,.,,464,UPR0463,UPR
Estonia,366,EEG,EU,Women's Rights,1,Latvia,EEG,EU,Accepted,5,24,2016,,1,,1,,,,465,"Continue its good efforts to address violence against women and domestic violence, in particular through the ratification of the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence",3,1,,,.,.,.,.,.,.,,465,UPR0464,UPR
Estonia,366,EEG,EU,Women's Rights,1,Singapore,Asia,"ASEAN, Commonwealth",Accepted,2,24,2016,,1,,1,,,,466,"Continue to prioritize efforts to prevent and tackle violence against women, and work with relevant stakeholders to strengthen the national victim support system",3,6,,,.,.,.,.,.,.,,466,UPR0465,UPR
Estonia,366,EEG,EU,Women's Rights,1,Panama,GRULAC,"OAS, OEI,ACS",Accepted,4,24,2016,,1,,1,,,,467,Undertake the necessary legislative measures to criminalize domestic violence,3,5,,,.,.,.,.,.,.,,467,UPR0466,UPR
Estonia,366,EEG,EU,Women's Rights,1,Czechia,EEG,EU,Accepted,5,24,2016,,1,,1,,,,468,"Strengthen prevention efforts, including through legislative measures aimed against domestic violence",2,5,,,.,.,.,.,.,.,,468,UPR0467,UPR
Estonia,366,EEG,EU,Women's Rights,1,Czechia,EEG,EU,Accepted,5,24,2016,,1,,1,,,,469,ensure that all professionals working with victims of domestic violence receive regular and comprehensive training,3,6,,,.,.,.,.,.,.,,469,UPR0468,UPR
Estonia,366,EEG,EU,Women's Rights,1,Costa Rica,GRULAC,"OAS, OEI, ACS",Accepted,4,24,2016,,1,,1,,,,470,Increase efforts to prevent and sanction gender violence and sexual abuse,2,3,,,.,.,.,.,.,.,,470,UPR0469,UPR
Estonia,366,EEG,EU,Women's Rights,1,Moldova,EEG,"CIS, OIF",Accepted,4,24,2016,,1,,1,,,,471,Reinforce mechanisms to detect and investigate cases of domestic violence,2,3,,,.,.,.,.,.,.,,471,UPR0470,UPR
Estonia,366,EEG,EU,Women's Rights,1,Moldova,EEG,"CIS, OIF",Accepted,4,24,2016,,1,,1,,,,472,train law enforcement officials to deal with such cases and fully implement the provisions of the National Plan for Preventing Violence for the period 2015-2020,3,6,,,.,.,.,.,.,.,,472,UPR0471,UPR
Estonia,366,EEG,EU,Women's Rights,1,Italy,WEOG,EU,Accepted,4,24,2016,,1,,1,,,,473,Further promote large-scale awareness raising campaigns to prevent and combat violence against women and domestic violence,3,4,,,.,.,.,.,.,.,,473,UPR0472,UPR
Estonia,366,EEG,EU,Women's Rights,1,Mexico,GRULAC,"OAS, OEI, ACS",Accepted,2,24,2016,,1,,1,,,,474,"Continue public information campaigns to combat domestic violence, and above all violence against women",3,4,,,.,.,.,.,.,.,,474,UPR0473,UPR
Estonia,366,EEG,EU,Women's Rights,1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,5,24,2016,,1,,1,,,,475,"Build on efforts to address all forms of violence against women by enacting specific laws that prohibit domestic and sexual violence, including intimate partner violence",3,5,,,.,.,.,.,.,.,,475,UPR0474,UPR
Estonia,366,EEG,EU,Women's Rights,1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,5,24,2016,,1,,1,,,,476,"Build on efforts to address all forms of violence against women by investigating all allegations of violence, prosecuting perpetrators, and ensuring victims are protected and have access to medical and legal services",3,3,,,.,.,.,.,.,.,,476,UPR0475,UPR
Finland,375,WEOG,EU,Women's rights,1,Mexico,GRULAC,"OAS, OEI, ACS",Accepted,2,1,2008,1,1,,1,,,573,495,Continue to take effective measures to prevent violence against women.,1,8,,1,999,1,999,999,999,999,,477,UPR0476,UPR
Finland,375,WEOG,EU,Women's rights,1,Russia,EEG,CIS,Accepted,2,1,2008,1,1,,1,,,574,496,Continue to take effective measures to prevent violence against women.,1,8,495,2,999,1,999,999,999,999,,478,UPR0477,UPR
Finland,375,WEOG,EU,Women's rights,1,Ukraine,EEG,CIS,Accepted,4,13,2012,1,1,,1,,,553,477,"Undertake further measures aimed at protection of women's rights, including prevention of violence",1,8,,,999,1,999,999,999,999,,479,UPR0478,UPR
Finland,375,WEOG,EU,"Women's rights, rights of the child",1,Indonesia,Asia,"ASEAN, OIC",Accepted,2,13,2012,1,1,,1,,,554,478,Continue its efforts in eliminating discrimination and preventing violence against women and children,1,8,,,999,1,999,999,999,999,,480,UPR0479,UPR
Finland,375,WEOG,EU,"Women's rights, rights of the child",1,Iran,Asia,OIC,Accepted,5,13,2012,1,1,,1,,1,555,479,"Take effective legal and practical measures to eliminate all forms of discrimination and violence against women and children, in particular women and children with disabilities, immigrant and refugee women and children, and women and children from ethnic and religious minorities, especially Muslims and Roma",1,5,,,999,1,999,999,999,999,,481,UPR0480,UPR
Finland,375,WEOG,EU,"Women's rights, rights of the child",1,Mexico,GRULAC,"OAS, OEI, ACS",Accepted,4,13,2012,1,1,,1,,,556,480,Give special attention to the prevention of domestic violence against women and children,1,8,,,999,1,999,999,999,999,,482,UPR0481,UPR
Finland,375,WEOG,EU,Women's rights,1,Egypt,Africa,"AU, OIC, AL, OIF",Accepted,4,13,2012,1,1,,1,,,557,481,Strengthen the relevant legislative and implementation frameworks regarding the violence against women,1,5,,,999,1,999,999,999,999,,483,UPR0482,UPR
Finland,375,WEOG,EU,Women's rights,1,Slovenia,EEG,EU,Accepted,5,13,2012,1,1,,1,,,558,482,"Ensure that rape is categorized as a sexual violation rather than according to the degree of violence used or threatened by the perpetrator, and facilitate access to justice for victims of rape to ensure that cases of rape are reported and prosecuted in court",3,3,,,0,0,1,333,333,0,,484,UPR0483,UPR
Finland,375,WEOG,EU,"Women's rights, rights of the child",1,Iran,Asia,OIC,Accepted,4,13,2012,1,1,,1,,,559,483,"Take effective measures to eliminate widespread sexual misuse and harassment against women and girls, including on the Internet and via mobile phones",1,6,,,999,333,1,999,999,999,,485,UPR0484,UPR
Finland,375,WEOG,EU,"Women's rights, trafficking",1,Slovenia,EEG,EU,Accepted,4,13,2012,1,1,,1,,,560,484,Ensure that women who are victims of trafficking are recognized as such and provided with protection and assistance,2,6,,1,0,0,0,1,1,1,,486,UPR0485,UPR
Finland,375,WEOG,EU,"Women's rights, trafficking",1,United Kingdom,WEOG,EU,Accepted,4,13,2012,1,1,,1,,,561,485,Ensure that women who are victims of trafficking are recognized as such and provided with protection and assistance,2,6,484,2,0,0,0,1,1,1,,487,UPR0486,UPR
Finland,375,WEOG,EU,"Women's rights, labour, international instruments",1,Uzbekistan,Asia,"OIC, CIS",Accepted,4,13,2012,1,,1,1,,,562,486,Ensure effective implementation of the ILO Forced Labour Convention no. 29 and the ILO Convention no. 100 concerning Equal Remuneration for Men and Women Workers for Work of Equal Value,3,7,,,0,0,1,0,333,333,,488,UPR0487,UPR
Finland,375,WEOG,EU,Women's rights,1,Netherlands,WEOG,EU,Accepted,4,13,2012,1,1,,1,,,564,487,Allocate sufficient funds in order to ensure an effective implementation of the National Action Plan to reduce violence against women that came into force in 2010,3,6,,1,0,0,1,0,0,0,,489,UPR0488,UPR
Finland,375,WEOG,EU,Women's rights,1,Norway,WEOG,,Accepted,4,13,2012,1,1,,1,,,565,488,Further step up the efforts and allocate sufficient funds to ensure the effective implementation of the National Action Plan to prevent violence against women as well as broaden the action plan to cover domestic violence,3,6,,,0,0,1,0,333,333,,490,UPR0489,UPR
Finland,375,WEOG,EU,"Women's rights, rights of the child",1,Chile,GRULAC,"OAS, OEI",Accepted,2,13,2012,1,1,,1,,,566,489,"Continue strengthening measures aimed at addressing domestic violence, with special focus on the programmes being developed to consolidate the mechanisms to protect women and children",3,6,,,0,0,1,0,0,0,,491,UPR0490,UPR
Finland,375,WEOG,EU,Women's rights,1,Palestine,Observer,"OIC, AL",Accepted,4,13,2012,1,1,,1,,,567,490,Allocate the necessary funds to ensure effective implementation of the National Action Plan to combat violence against women,3,6,487,2,0,0,1,0,0,0,,492,UPR0491,UPR
Finland,375,WEOG,EU,"Women's rights, rights of the child",1,Spain,WEOG,"EU, OEI",Accepted,4,13,2012,1,1,,1,,,568,491,"Take the necessary measures to prevent domestic violence, through the creation of a national action plan, in particular Finland was urged that the violence not be classified depending on the degree of violence or threat used by the author",3,6,,,0,0,1,0,0,0,,493,UPR0492,UPR
Finland,375,WEOG,EU,"Women's rights, trafficking",1,Thailand,Asia,ASEAN,Accepted,4,13,2012,1,1,,1,,,569,492,"Step up its effort to prevent violence against women, particularly victims of trafficking, by providing adequate protection and assistance, especially shelters, funding and staffs for these shelters",3,6,,,0,0,1,0,0,0,,494,UPR0493,UPR
Finland,375,WEOG,EU,"Women's rights, labour",1,Uzbekistan,Asia,"OIC, CIS",Accepted,5,13,2012,1,,1,1,,,570,493,"Carry out independent investigations regarding the cases of violations of labour rights in the country, including in the area of forced labour and equal pay between women and men",3,3,,,0,0,1,0,0,0,,495,UPR0494,UPR
Finland,375,WEOG,EU,Women's rights,1,Iraq,Asia,"OIC, AL",Accepted,4,13,2012,1,,1,1,,,571,494,Ensure equal pay for both sexes,1,8,,,999,999,999,999,999,1,,496,UPR0495,UPR
France,220,WEOG,"EU, OIF","Rights of the Child,Women's rights",1,Switzerland,WEOG,OIF,Noted,5,2,2008,1,1,,1,,,577,497,"Introduce automatic prosecution for all acts of domestic violence, if this is not already done.",3,3,,,0,0,1,0,0,0,,497,UPR0496,UPR
France,220,WEOG,"EU, OIF","Special procedures,Women's rights",1,Switzerland,WEOG,OIF,Noted,4,2,2008,1,1,,1,,,578,498,"Take into account the concerns of the Special Rapporteur on violence against women regarding the absence of an agency in charge of gathering information on violence against women, particularly regarding homicides in the context of family violence.",1,6,,,999,1,999,999,999,999,,498,UPR0497,UPR
France,220,WEOG,"EU, OIF",Women's rights,1,Moldova,EEG,"CIS, OIF",Accepted,5,15,2013,1,1,,1,,,582,499,Establish the National Observatory of violence against women,3,6,,,.,.,.,.,.,.,,499,UPR0498,UPR
France,220,WEOG,"EU, OIF","Labour,Migrants,Women's rights",1,Palestine,Observer,"OIC, AL",Accepted,2,15,2013,1,,1,1,,1,586,500,"Continue to deploy efforts to increase equity and equality between men and women in public service, particularly with the establishment of the High State Council for Equality",3,6,,,.,.,.,.,.,.,,500,UPR0499,UPR
France,220,WEOG,"EU, OIF","Labour,Migrants,Women's rights",1,Palestine,Observer,"OIC, AL",Accepted,2,15,2013,1,,1,1,,1,586a,501,"Continue to deploy efforts to increase equity and equality between men and women in public service, move forward with measures and legislation for social integration of migrant workers",2,5,,,.,.,.,.,.,.,,501,UPR0500,UPR
France,220,WEOG,"EU, OIF",Women's rights,1,Netherlands,WEOG,EU,Accepted,4,15,2013,1,,1,1,,,589,502,"Gender equality in the workplace, particularly concerning the executive level and the possibility of women gaining management positions, concerning both public enterprise and the private sector, as well as equal pay for men and women",1,8,,,.,.,.,.,.,.,,502,UPR0501,UPR
France,220,WEOG,"EU, OIF",Women's rights,1,Sri Lanka,Asia,Commonwealth,Accepted,2,15,2013,1,,1,1,,,590,503,Continue efforts to combat gender inequality in the workplace and implement measures to increase representation of women at senior level and managerial positions in government and other sectors,1,8,,,.,.,.,.,.,.,,503,UPR0502,UPR
France,220,WEOG,"EU, OIF",Women's rights,1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,4,15,2013,1,,1,1,,,591,504,Take all necessary measures to promote and facilitate the professional evolution of women to positions of higher responsibilities,2,4,,,.,.,.,.,.,.,,504,UPR0503,UPR
France,220,WEOG,"EU, OIF",Women's rights,1,Burundi,Africa,"AU, OIF",Accepted,4,15,2013,1,,1,1,,,592,505,That equality between women and men in the workplace becomes effective in the near future,1,8,,,.,.,.,.,.,.,,505,UPR0504,UPR
France,220,WEOG,"EU, OIF",Women's rights,1,Angola,Africa,AU,Accepted,2,15,2013,1,1,,1,,,593,506,"Continue the implementation of the national plan on ""Women, Peace and Security"", in the context of the implementation of Security Council Resolution 1325 pertaining to the protection of women against violence in conflict and post-conflict situations as well as the simplification of the procedures for naturalization and their integration into society",3,7,,,.,.,.,.,.,.,,506,UPR0505,UPR
France,220,WEOG,"EU, OIF","Rights of the Child,Women's rights",1,Russian Federation,EEG,CIS,Accepted,4,15,2013,1,1,,1,,,594,507,Combat domestic violence against women and children,1,8,,,.,.,.,.,.,.,,507,UPR0506,UPR
France,220,WEOG,"EU, OIF","Rights of the Child,Trafficking,Treaty bodies,Women's rights",1,Libya,Africa,"AU, OIC, AL",Accepted,5,15,2013,1,1,,1,,,595,508,Implement CRC recommendations by setting a national plan to fight trafficking in women and children,3,7,,,.,.,.,.,.,.,,508,UPR0507,UPR
France,220,WEOG,"EU, OIF","Rights of the Child,Trafficking,Women's rights",1,Peru,GRULAC,"OAS, OEI",Accepted,3,15,2013,1,1,,1,,,596,509,Consider adopting a national plan to combat trafficking in persons in the context of the measures taken to promote and protect the rights of women and children,1,8,,,.,.,.,.,.,.,,509,UPR0508,UPR
France,220,WEOG,"EU, OIF","Rights of the Child,Trafficking,Women's rights",1,Spain,WEOG,"EU, OEI",Accepted,5,15,2013,1,1,,1,,,597,510,Establish a national plan to combat trafficking in persons and trafficking in women and children,1,8,,,.,.,.,.,.,.,,510,UPR0509,UPR
France,220,WEOG,"EU, OIF","Rights of the Child,Trafficking,Women's rights",1,Bahrain,Asia,"OIC, AL",Accepted,4,15,2013,1,1,,1,,,598,511,"Develop a national strategy to combat trafficking of women and children, and prohibit and criminalize child exploitation and prostitution",3,5,,,.,.,.,.,.,.,,511,UPR0510,UPR
France,220,WEOG,"EU, OIF","Development,ESC rights - general,Poverty,Women's rights",1,China,Asia,,Accepted,4,15,2013,1,,1,1,,,599,512,"Take effective measures to guarantee people's economic and social rights, lower female unemployment rate, and improve the living conditions of the poor",1,8,,,.,.,.,.,.,.,,512,UPR0511,UPR
Georgia,372,EEG,,Women's rights,1,Brazil,GRULAC,"OAS, OEI",Accepted,4,10,2011,1,1,,1,,,661,561,Further implement policies to advance women's role in society and combat gender-based discrimination and violence,1,6,,,999,1,999,999,999,999,,513,UPR0512,UPR
Georgia,372,EEG,,Women's rights,1,Ecuador,GRULAC,"OAS, OEI",Accepted,2,10,2011,1,,1,1,,,662,562,"Continue efforts to eliminate all forms of discrimination and violence against women, particularly in the labour market",2,8,,,0,1,0,1,1,0,,514,UPR0513,UPR
Georgia,372,EEG,,"Women's rights, rights of the child",1,Bulgaria,EEG,"EU, OIF",Accepted,4,10,2011,1,1,,1,,,664,563,Reinforce mechanisms for monitoring violence and sexual abuse within the family,2,2,,,0,0,0,0,1,1,,515,UPR0514,UPR
Georgia,372,EEG,,Women's rights,1,Norway,WEOG,,Accepted,4,10,2011,1,1,,1,,,665,564,Intensify efforts to combat domestic violence and violence against women,1,8,,,999,1,999,999,999,999,,516,UPR0515,UPR
Georgia,372,EEG,,"Women's rights, rights of the child, civil society",1,Norway,WEOG,,Accepted,4,10,2011,1,1,,1,,,666,565,Give a prominent role to civil society - not least women's organizations - in efforts to address domestic violence and violence against women and place focus on strengthening public awareness,2,4,,,0,1,0,0,1,0,,517,UPR0516,UPR
Georgia,372,EEG,,"Women's rights, rights of the child, justice",1,Mexico,GRULAC,"OAS, OEI, ACS",Accepted,4,10,2011,1,1,,1,,,667,566,"Ensure that there is an accessible mechanism to register cases of domestic violence and provide legal, medical and psychological advice to victims",3,6,,,0,333,1,0,333,0,,518,UPR0517,UPR
Georgia,372,EEG,,Women's rights,1,Argentina,GRULAC,"OAS, OEI",Accepted,2,10,2011,1,1,,1,,,668,567,"Continue efforts to prevent, punish and eliminate all forms of violence against women, and to overcome the stereotypes that cause gender discrimination",1,4,,,999,1,999,999,999,999,,519,UPR0518,UPR
Georgia,372,EEG,,Women's rights,1,Iraq,Asia,"OIC, AL",Accepted,2,10,2011,1,1,,1,,,669,568,Continue efforts to eliminate domestic violence against women and ensure that women are economically empowered,1,8,,,999,1,999,999,999,999,,520,UPR0519,UPR
Georgia,372,EEG,,Women's rights,1,Spain,WEOG,"EU, OEI",Accepted,5,10,2011,1,,1,1,,,677,569,"Adopt political, legislative and administrative measures guaranteeing a higher representation of women in decision-making, as well as in senior positions in all areas of the public administration",1,5,,,999,999,999,999,999,1,,521,UPR0520,UPR
Georgia,372,EEG,,Women's rights,1,Algeria,Africa,"AU, OIC, AL",Accepted,4,10,2011,1,,1,1,,,678,570,Adopt new measures to strengthen the participation of women in the decision-making process,1,8,,,999,999,999,999,999,1,,522,UPR0521,UPR
Georgia,372,EEG,,Women's rights,1,Bulgaria,EEG,"EU, OIF",Accepted,4,10,2011,1,,1,1,,,679,571,Adopt measures to increase the level of representation of women in the legislative and executive bodies,1,8,,,999,999,999,999,999,1,,523,UPR0522,UPR
Georgia,372,EEG,,"Women's rights, international instruments",1,Ghana,Africa,"AU, OIF, Commonwealth",Accepted,5,23,2015,1,1,,1,,,600,513,Ratify the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence,3,1,,1,.,.,.,.,.,.,,524,UPR0523,UPR
Georgia,372,EEG,,"Women's rights, international instruments",1,Italy,WEOG,EU,Accepted,5,23,2015,1,1,,1,,,601,514,Ratify the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence,3,1,513,2,.,.,.,.,.,.,,525,UPR0524,UPR
Georgia,372,EEG,,"Women's rights, international instruments",1,Turkey,WEOG,OIC,Accepted,5,23,2015,1,1,,1,,,602,515,Ratify the Istanbul Convention of the Council of Europe on violence against women and domestic violence,3,1,"513, 514",3,.,.,.,.,.,.,,526,UPR0525,UPR
Georgia,372,EEG,,"Women's rights, international instruments",1,Netherlands,WEOG,EU,Accepted,5,23,2015,1,1,,1,,,603,516,"Take effective and coordinated measures on the issue of violence against women and domestic violence, including ratification of the Istanbul Convention on preventing and combating violence against women and domestic violence",3,1,,,.,.,.,.,.,.,,527,UPR0526,UPR
Georgia,372,EEG,,"Women's rights, right to health, ESC rights - general",1,Mexico,GRULAC,"OAS, OEI, ACS",Accepted,2,23,2015,1,,1,1,1,,607,517,"Continue efforts towards the adoption of administrative and legislative measures to achieve equality of women, in particular to ensure their access to social and health services in all areas of Georgia and provide the same work and pay opportunities to men and women",1,5,,,.,.,.,.,.,.,,528,UPR0527,UPR
Georgia,372,EEG,,"Women's rights, rights of the child",1,Egypt,Africa,"AU, OIC, AL, OIF",Accepted,3,23,2015,1,1,,1,,,608,518,"Continue its efforts to eliminate child marriage, including through considering to set the age of entry into marriage at 18 years",1,5,,,.,.,.,.,.,.,,529,UPR0528,UPR
Georgia,372,EEG,,"Women's rights, rights of the child",1,Lithuania,EEG,EU,Accepted,4,23,2015,1,1,,1,,,610,519,Further effectively implement the National Action Plan on Gender Equality and the Action Plan for Combating Domestic Violence by ensuring required financing and reinforcing the capacities of professionals,3,6,,,.,.,.,.,.,.,,530,UPR0529,UPR
Georgia,372,EEG,,Women's rights,1,Singapore,Asia,"ASEAN, Commonwealth",Accepted,2,23,2015,1,1,1,2,,,615,520,Continue to prioritize gender equality and consider the incorporation of international best practices in policies and legislation relating to the employment of women and combating violence against women,1,6,,,.,.,.,.,.,.,,531,UPR0530,UPR
Georgia,372,EEG,,Women's rights,1,"Korea, Republic of",Asia,,Accepted,4,23,2015,1,1,,1,,,616,521,"Make further efforts to ensure human rights for women and develop effective mechanisms for the monitoring, investigation and punishment of offenders in cases of violence against women",3,3,,,.,.,.,.,.,.,,532,UPR0531,UPR
Georgia,372,EEG,,"Women's rights, rights of the child",1,France,WEOG,"EU, OIF",Accepted,4,23,2015,1,1,,1,,,617,522,Take all necessary measures to promote women's rights and fight domestic violence and forced marriages,1,8,,,.,.,.,.,.,.,,533,UPR0532,UPR
Georgia,372,EEG,,"Women's rights, rights of the child",1,Algeria,Africa,"AU, OIC, AL",Accepted,4,23,2015,1,1,,1,,,620,523,Take the necessary measures to fight violence against women and domestic violence,1,8,,,.,.,.,.,.,.,,534,UPR0533,UPR
Georgia,372,EEG,,"Women's rights, rigths of the child, human rights education and training",1,Belarus,EEG,CIS,Accepted,4,23,2015,1,1,,1,,,621,524,Step up awareness-raising and preventive measures on the issue of domestic violence,2,4,,,.,.,.,.,.,.,,535,UPR0534,UPR
Georgia,372,EEG,,"Women's rights rights of the child, human rights education and training",1,Slovenia,EEG,EU,Accepted,4,23,2015,1,1,,1,,,622,525,"Take measures to prevent domestic violence, including by raising awareness, encouraging women to report acts of sexual and domestic violence,  protecting the victims and ensuring the effective investigation, prosecution and punishment of perpetrators",3,3,,,.,.,.,.,.,.,,536,UPR0535,UPR
Georgia,372,EEG,,"Women's rights, rights of the child, human rights education and training",1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,4,23,2015,1,1,,1,,,623,526,"Improve protections for victims of domestic violence, including by ensuring timely investigations, prosecuting perpetrators",3,3,,,.,.,.,.,.,.,,537,UPR0536,UPR
Georgia,372,EEG,,"Women's rights, rights of the child, human rights education and training",1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,4,23,2015,1,1,,1,,,623a,527,"Improve protections for victims of domestic violence, including  training police in risk-based assessments",3,6,,,.,.,.,.,.,.,,538,UPR0537,UPR
Georgia,372,EEG,,"Women's rights, rights of the child",1,Spain,WEOG,"EU, OEI",Accepted,5,23,2015,1,1,,1,,,624,528,Establish centres supporting women and girl victims of gender violence,3,6,,,.,.,.,.,.,.,,539,UPR0538,UPR
